YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE
1993,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1947,1660,*,*,NULL,NULL,*,*,1229,63.12,24,1.23,*,*,*,*,NULL,NULL,529,27.17,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1409,1196,*,*,NULL,NULL,*,*,896,63.59,20,1.42,*,*,*,*,NULL,NULL,398,28.25,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1316,1126,*,*,NULL,NULL,*,*,852,64.74,24,1.82,*,*,*,*,NULL,NULL,362,27.51,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1446,1242,753,60.6,NULL,NULL,*,*,971,67.15,27,1.87,*,*,*,*,NULL,NULL,374,25.86,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1462,1264,759,60,NULL,NULL,*,*,1079,73.8,31,2.12,*,*,*,*,NULL,NULL,284,19.43,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1611,1383,922,66.7,NULL,NULL,*,*,1193,74.05,22,1.37,*,*,*,*,NULL,NULL,316,19.62,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,1680,ROOSEVELT HIGH,T,TARGETED,1741,1437,994,69.2,NULL,NULL,*,*,1266,72.72,23,1.32,*,*,*,*,NULL,NULL,390,22.4,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1825,1532,1138,74.3,NULL,NULL,*,*,1357,74.36,14,0.77,*,*,*,*,NULL,NULL,400,21.92,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1814,1551,832,53.6,NULL,NULL,*,*,1330,73.32,23,1.27,*,*,*,*,NULL,NULL,418,23.04,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,2014,1746,1133,64.9,NULL,NULL,*,*,1424,70.71,33,1.64,*,*,*,*,NULL,NULL,519,25.77,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1896,1201,1072,89.3,NULL,NULL,*,*,1372,72.36,37,1.95,*,*,*,*,NULL,NULL,459,24.21,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1557,1104,899,81.4,NULL,NULL,*,*,1163,74.69,30,1.93,*,*,*,*,NULL,NULL,328,21.07,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,1680,ROOSEVELT HIGH,NULL, ,1527,1429,1150,80.5,NULL,NULL,*,*,1232,80.68,34,2.23,*,*,*,*,NULL,NULL,228,14.93,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,664,601,*,*,NULL,NULL,*,*,405,60.99,16,2.41,*,*,*,*,NULL,NULL,172,25.9,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,697,641,*,*,NULL,NULL,*,*,435,62.41,6,0.86,*,*,*,*,NULL,NULL,188,26.97,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,713,655,352,53.7,NULL,NULL,*,*,454,63.67,14,1.96,*,*,*,*,NULL,NULL,164,23,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,702,679,367,54.1,NULL,NULL,*,*,385,54.84,11,1.57,*,*,*,*,NULL,NULL,226,32.19,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,798,777,405,52.1,NULL,NULL,*,*,408,51.13,22,2.76,*,*,*,*,NULL,NULL,304,38.1,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,895,851,417,49,NULL,NULL,*,*,460,51.4,24,2.68,*,*,*,*,NULL,NULL,334,37.32,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,988,920,553,60.1,NULL,NULL,*,*,502,50.81,30,3.04,*,*,*,*,NULL,NULL,360,36.44,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,980,917,457,49.8,NULL,NULL,*,*,584,59.59,25,2.55,*,*,*,*,NULL,NULL,290,29.59,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,845,792,404,51,NULL,NULL,*,*,520,61.54,24,2.84,*,*,*,*,NULL,NULL,231,27.34,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,840,788,467,59.3,NULL,NULL,*,*,532,63.33,31,3.69,*,*,*,*,NULL,NULL,223,26.55,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,852,847,513,60.6,NULL,NULL,*,*,548,64.32,30,3.52,*,*,*,*,NULL,NULL,227,26.64,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,1730,SOLDAN INTERNATIONAL STUDIES,NULL, ,837,791,669,84.6,NULL,NULL,*,*,497,59.38,49,5.85,*,*,*,*,NULL,NULL,244,29.15,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,1770,SOUTHWEST HIGH,NULL, ,884,680,*,*,NULL,NULL,*,*,669,75.68,*,*,*,*,*,*,NULL,NULL,210,23.76,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,1770,SOUTHWEST HIGH,NULL, ,665,576,*,*,NULL,NULL,*,*,466,70.08,5,0.75,*,*,*,*,NULL,NULL,191,28.72,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,1800,SUMNER HIGH AT MCKINLEY,NULL, ,907,814,*,*,NULL,NULL,*,*,907,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,1800,SUMNER HIGH AT MCKINLEY,NULL, ,1275,1191,*,*,NULL,NULL,*,*,1275,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,1800,SUMNER HIGH AT MCKINLEY,NULL, ,1483,1296,*,*,NULL,NULL,*,*,1482,99.93,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,1800,SUMNER HIGH AT MCKINLEY,NULL, ,1515,1167,*,*,NULL,NULL,*,*,1515,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,1800,SUMNER HIGH AT MCKINLEY,NULL, ,1323,1073,*,*,NULL,NULL,*,*,1323,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,1150,1041,706,67.8,NULL,NULL,*,*,1150,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,1141,926,657,71,NULL,NULL,*,*,1141,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,979,850,559,65.8,NULL,NULL,*,*,979,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,1800,SUMNER HIGH,NULL, ,915,769,561,73,NULL,NULL,*,*,915,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,807,722,467,64.7,NULL,NULL,*,*,787,97.52,*,*,*,*,*,*,NULL,NULL,19,2.35,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,730,641,332,51.8,NULL,NULL,*,*,710,97.26,*,*,*,*,*,*,NULL,NULL,19,2.6,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,883,691,472,68.3,NULL,NULL,*,*,871,98.64,*,*,*,*,*,*,NULL,NULL,11,1.25,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,905,839,521,62.1,NULL,NULL,*,*,896,99.01,*,*,*,*,*,*,NULL,NULL,6,0.66,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,1094,979,571,58.3,NULL,NULL,*,*,1089,99.54,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,1800,SUMNER HIGH,NULL, ,1252,1148,1064,92.7,NULL,NULL,*,*,1246,99.52,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,894,720,*,*,NULL,NULL,*,*,894,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,804,692,*,*,NULL,NULL,*,*,804,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1008,880,*,*,NULL,NULL,*,*,1007,99.9,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1229,1018,*,*,NULL,NULL,*,*,1226,99.76,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1369,1189,*,*,NULL,NULL,*,*,1367,99.85,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1267,1133,755,66.6,NULL,NULL,*,*,1267,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1225,965,928,96.2,NULL,NULL,*,*,1224,99.92,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1095,830,714,86,NULL,NULL,*,*,1095,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,1830,VASHON HIGH,NULL, ,1165,834,586,70.3,NULL,NULL,*,*,1162,99.74,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1107,958,607,63.4,NULL,NULL,*,*,1106,99.91,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1157,978,734,75.1,NULL,NULL,*,*,1152,99.57,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1081,1054,467,44.3,NULL,NULL,*,*,1079,99.81,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1208,1118,769,68.8,NULL,NULL,*,*,1203,99.59,*,*,*,*,*,*,NULL,NULL,5,0.41,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1429,1360,1064,78.2,NULL,NULL,*,*,1425,99.72,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,1830,VASHON HIGH,NULL, ,1524,1363,1013,74.3,NULL,NULL,*,*,1518,99.61,*,*,*,*,*,*,NULL,NULL,6,0.39,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,768,707,*,*,NULL,NULL,*,*,467,60.81,*,*,*,*,*,*,NULL,NULL,293,38.15,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,736,711,*,*,NULL,NULL,*,*,449,61.01,5,0.68,*,*,*,*,NULL,NULL,273,37.09,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,780,745,*,*,NULL,NULL,*,*,460,58.97,*,*,*,*,*,*,NULL,NULL,313,40.13,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,772,700,*,*,NULL,NULL,*,*,472,61.14,*,*,*,*,*,*,NULL,NULL,294,38.08,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,776,725,*,*,NULL,NULL,*,*,460,59.28,*,*,*,*,*,*,NULL,NULL,306,39.43,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,699,646,361,55.9,NULL,NULL,*,*,425,60.8,*,*,*,*,*,*,NULL,NULL,267,38.2,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,614,581,355,61.1,NULL,NULL,*,*,382,62.21,*,*,*,*,*,*,NULL,NULL,226,36.81,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,668,618,351,56.8,NULL,NULL,*,*,391,58.53,*,*,*,*,*,*,NULL,NULL,268,40.12,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,698,648,256,39.5,NULL,NULL,*,*,394,56.45,*,*,*,*,*,*,NULL,NULL,295,42.26,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,689,650,297,45.7,NULL,NULL,*,*,415,60.23,5,0.73,*,*,*,*,NULL,NULL,263,38.17,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,721,685,364,53.1,NULL,NULL,*,*,468,64.91,5,0.69,*,*,*,*,NULL,NULL,245,33.98,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,616,576,377,65.5,NULL,NULL,*,*,397,64.45,6,0.97,*,*,*,*,NULL,NULL,210,34.09,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,493,478,305,63.8,NULL,NULL,*,*,325,65.92,*,*,*,*,*,*,NULL,NULL,164,33.27,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,507,503,325,64.6,NULL,NULL,*,*,330,65.09,5,0.99,*,*,*,*,NULL,NULL,171,33.73,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,1860,CENTRAL VISUAL/PERF. ARTS HIGH,NULL, ,541,555,342,61.6,NULL,NULL,*,*,352,65.06,10,1.85,*,*,*,*,NULL,NULL,176,32.53,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,1910,CONSTRUCTION CAREER CTR.,NULL, ,122,100,72,72,NULL,NULL,*,*,101,82.79,*,*,*,*,*,*,NULL,NULL,20,16.39,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,1910,CONSTRUCTION CAREERS CTR.,NULL, ,260,222,147,66.2,NULL,NULL,*,*,233,89.62,*,*,*,*,*,*,NULL,NULL,25,9.62,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,1910,CONSTRUCTION CAREERS CTR.,NULL, ,305,279,272,97.5,NULL,NULL,*,*,284,93.11,*,*,*,*,*,*,NULL,NULL,20,6.56,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,1910,CONSTRUCTION CAREERS CTR.,NULL, ,336,295,252,85.4,NULL,NULL,*,*,310,92.26,*,*,*,*,*,*,NULL,NULL,25,7.44,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,1915,YOUTHBUILD ST. LOUIS CHARTER,NULL, ,48,55,43,78.2,NULL,NULL,*,*,42,87.5,*,*,*,*,*,*,NULL,NULL,5,10.42,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,1915,YOUTHBUILD ST. LOUIS CHARTER,NULL, ,0,22,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,1915,YOUTHBUILD ST. LOUIS CHARTER,NULL, ,17,17,7,41.2,NULL,NULL,*,*,15,88.24,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,3011,DES PERES MIDDLE,NULL, ,0,0,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,3011,DES PERES MIDDLE,NULL, ,25,45,*,*,NULL,NULL,*,*,22,88,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,3011,DES PERES MIDDLE,NULL, ,34,83,78,94,NULL,NULL,*,*,28,82.35,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE SCH.,NULL, ,320,315,*,*,NULL,NULL,*,*,318,99.38,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE SCH.,NULL, ,373,343,*,*,NULL,NULL,*,*,368,98.66,*,*,*,*,*,*,NULL,NULL,5,1.34,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE SCH.,NULL, ,352,365,*,*,NULL,NULL,*,*,352,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE SCH.,NULL, ,411,383,*,*,NULL,NULL,*,*,411,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE SCH.,NULL, ,385,392,*,*,NULL,NULL,*,*,385,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE SCH.,NULL, ,366,348,339,97.4,NULL,NULL,*,*,364,99.45,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE SCH.,NULL, ,280,272,*,*,NULL,NULL,*,*,276,98.57,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,NULL, ,301,303,*,*,NULL,NULL,*,*,301,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,355,353,334,94.6,NULL,NULL,*,*,352,99.15,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,NULL, ,346,353,345,97.7,NULL,NULL,*,*,346,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,373,368,362,98.4,NULL,NULL,*,*,373,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,389,400,395,98.8,NULL,NULL,*,*,388,99.74,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,434,440,429,97.5,NULL,NULL,*,*,434,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,T,TARGETED,481,479,468,97.7,NULL,NULL,*,*,480,99.79,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,426,444,434,97.7,NULL,NULL,*,*,426,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,3040,BLOW MIDDLE SCH.,NULL, ,400,400,*,*,NULL,NULL,*,*,191,47.75,5,1.25,*,*,*,*,NULL,NULL,201,50.25,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,3040,BLOW MIDDLE SCH.,NULL, ,389,395,*,*,NULL,NULL,*,*,192,49.36,5,1.29,*,*,*,*,NULL,NULL,190,48.84,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,3040,BLOW MIDDLE SCH.,NULL, ,558,542,*,*,NULL,NULL,*,*,194,34.77,11,1.97,*,*,*,*,NULL,NULL,351,62.9,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,3040,BLOW MIDDLE SCH.,NULL, ,542,572,*,*,NULL,NULL,*,*,266,49.08,10,1.85,*,*,*,*,NULL,NULL,262,48.34,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,NULL, ,458,499,*,*,NULL,NULL,*,*,224,48.91,*,*,*,*,*,*,NULL,NULL,226,49.34,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,NULL, ,503,461,433,93.9,NULL,NULL,*,*,259,51.49,12,2.39,*,*,*,*,NULL,NULL,193,38.37,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,NULL, ,479,516,479,92.8,NULL,NULL,*,*,242,50.52,13,2.71,*,*,*,*,NULL,NULL,200,41.75,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,NULL, ,520,521,503,96.5,NULL,NULL,*,*,261,50.19,16,3.08,5,0.96,*,*,NULL,NULL,220,42.31,*,*,*,*,*,*
1999,115115,ST LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,514,484,463,95.7,NULL,NULL,*,*,272,52.92,18,3.5,*,*,*,*,NULL,NULL,212,41.25,*,*,*,*,*,*
2000,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,467,453,411,90.7,NULL,NULL,*,*,267,57.17,14,3,*,*,*,*,NULL,NULL,176,37.69,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,455,458,426,93,NULL,NULL,*,*,281,61.76,10,2.2,*,*,*,*,NULL,NULL,154,33.85,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,450,443,413,93.2,NULL,NULL,*,*,296,65.78,11,2.44,*,*,*,*,NULL,NULL,137,30.44,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,409,396,366,92.4,NULL,NULL,*,*,298,72.86,12,2.93,*,*,*,*,NULL,NULL,88,21.52,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,304,310,286,92.3,NULL,NULL,*,*,221,72.7,10,3.29,*,*,*,*,NULL,NULL,66,21.71,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,234,236,215,91.1,NULL,NULL,*,*,193,82.48,*,*,*,*,*,*,NULL,NULL,38,16.24,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,NULL, ,260,270,*,*,NULL,NULL,*,*,141,54.23,*,*,*,*,*,*,NULL,NULL,115,44.23,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,NULL, ,287,287,*,*,NULL,NULL,*,*,155,54.01,*,*,*,*,*,*,NULL,NULL,130,45.3,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,NULL, ,301,297,*,*,NULL,NULL,*,*,172,57.14,*,*,*,*,*,*,NULL,NULL,129,42.86,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,NULL, ,294,292,*,*,NULL,NULL,*,*,162,55.1,*,*,*,*,*,*,NULL,NULL,132,44.9,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,NULL, ,312,294,*,*,NULL,NULL,*,*,177,56.73,*,*,*,*,*,*,NULL,NULL,135,43.27,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,NULL, ,312,303,208,68.6,NULL,NULL,*,*,184,58.97,*,*,*,*,*,*,NULL,NULL,125,40.06,*,*,*,*,*,*
1997,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,NULL, ,298,299,200,66.9,NULL,NULL,*,*,175,58.72,*,*,*,*,*,*,NULL,NULL,116,38.93,*,*,*,*,*,*
1998,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,NULL, ,305,296,197,66.6,NULL,NULL,*,*,180,59.02,*,*,*,*,*,*,NULL,NULL,116,38.03,*,*,*,*,*,*
