YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE
2009,115414,MO SCHOOL FOR THE BLIND,1050,MSB HIGH,NULL, ,22,19.37,6.4,33,NULL,NULL,*,*,11,50,*,*,*,*,*,*,NULL,NULL,11,50,*,*,*,*,*,*
2010,115414,MO SCHOOL FOR THE BLIND,1050,MSB HIGH,NULL, ,25,19.47,10,54.4,NULL,NULL,*,*,9,36,*,*,*,*,*,*,NULL,NULL,16,64,*,*,*,*,*,*
2011,115414,MO SCHOOL FOR THE BLIND,1050,MSB HIGH,NULL, ,29,27.89,*,*,*,*,NULL,NULL,9,31.03,*,*,*,*,*,*,*,*,17,58.62,*,*,*,*,21,72.41
2012,115414,MO SCHOOL FOR THE BLIND,1050,MSB HIGH,NULL, ,25,22.65,*,*,*,*,NULL,NULL,6,24,*,*,*,*,*,*,*,*,16,64,*,*,*,*,*,*
2013,115414,MO SCHOOL FOR THE BLIND,1050,MSB HIGH,NULL, ,27,28,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,16,59.26,*,*,*,*,*,*
2014,115414,MO SCHOOL FOR THE BLIND,1050,MO School for the Blind - HS,NULL, ,29,28,*,*,*,*,NULL,NULL,6,20.69,*,*,*,*,*,*,*,*,18,62.07,*,*,*,*,*,*
2015,115414,MO SCHOOL FOR THE BLIND,1050,MO School for the Blind - HS,NULL, ,27,26,*,*,*,*,NULL,NULL,8,29.63,*,*,*,*,*,*,*,*,17,62.96,*,*,*,*,*,*
2016,115414,MO SCHOOL FOR THE BLIND,1050,MO School for the Blind - HS,NULL, ,29,26,*,*,*,*,NULL,NULL,8,27.59,*,*,*,*,*,*,*,*,19,65.52,*,*,*,*,*,*
2017,115414,MO SCHOOL FOR THE BLIND,1050,MO School for the Blind - HS,NULL, ,22,22,*,*,*,*,NULL,NULL,7,31.82,*,*,*,*,*,*,*,*,13,59.09,*,*,*,*,*,*
2018,115414,MO SCHOOL FOR THE BLIND,1050,MO School for the Blind - HS,NULL, ,27,24,*,*,*,*,NULL,NULL,9,33.33,*,*,*,*,*,*,*,*,16,59.26,*,*,*,*,*,*
2019,115414,MO SCHOOL FOR THE BLIND,1050,MO School for the Blind - HS,NULL, ,24,24,*,*,*,*,NULL,NULL,6,25,*,*,*,*,*,*,*,*,17,70.83,*,*,*,*,*,*
2020,115414,MO SCHOOL FOR THE BLIND,1050,MO School for the Blind - HS,NULL, ,25,26,*,*,*,*,NULL,NULL,5,20,*,*,*,*,*,*,*,*,19,76,*,*,*,*,*,*
2006,115414,MO SCHOOL FOR THE BLIND,4020,MSB ELEM.,NULL, ,29,28,*,*,NULL,NULL,*,*,15,51.72,*,*,*,*,*,*,NULL,NULL,14,48.28,*,*,*,*,*,*
2007,115414,MO SCHOOL FOR THE BLIND,4020,MSB ELEM.,NULL, ,25,25,*,*,NULL,NULL,*,*,16,64,*,*,*,*,*,*,NULL,NULL,8,32,*,*,*,*,*,*
2008,115414,MO SCHOOL FOR THE BLIND,4020,MSB ELEM.,NULL, ,27,27,*,*,NULL,NULL,*,*,14,51.85,*,*,*,*,*,*,NULL,NULL,12,44.44,*,*,*,*,*,*
2009,115414,MO SCHOOL FOR THE BLIND,4020,MSB ELEM.,NULL, ,23,19.89,13,68.4,NULL,NULL,*,*,9,39.13,*,*,*,*,*,*,NULL,NULL,12,52.17,*,*,*,*,*,*
2010,115414,MO SCHOOL FOR THE BLIND,4020,MSB ELEM.,NULL, ,25,20.56,9,47.7,NULL,NULL,*,*,10,40,*,*,*,*,*,*,NULL,NULL,13,52,*,*,*,*,*,*
2011,115414,MO SCHOOL FOR THE BLIND,4020,MSB ELEM.,NULL, ,16,14.95,*,*,*,*,NULL,NULL,8,50,*,*,*,*,*,*,*,*,7,43.75,*,*,*,*,*,*
2012,115414,MO SCHOOL FOR THE BLIND,4020,MSB ELEM.,NULL, ,21,19.65,*,*,*,*,NULL,NULL,9,42.86,*,*,*,*,*,*,*,*,11,52.38,*,*,*,*,*,*
2013,115414,MO SCHOOL FOR THE BLIND,4020,MSB ELEM.,NULL, ,17,18.7,*,*,*,*,NULL,NULL,8,47.06,*,*,*,*,*,*,*,*,9,52.94,*,*,*,*,*,*
2014,115414,MO SCHOOL FOR THE BLIND,4020,MO School for the Blind - ELEM,NULL, ,15,13,*,*,*,*,NULL,NULL,8,53.33,*,*,*,*,*,*,*,*,7,46.67,*,*,*,*,*,*
2015,115414,MO SCHOOL FOR THE BLIND,4020,MO School for the Blind - ELEM,NULL, ,11,11,*,*,*,*,NULL,NULL,5,45.45,*,*,*,*,*,*,*,*,6,54.55,*,*,*,*,*,*
2016,115414,MO SCHOOL FOR THE BLIND,4020,MO School for the Blind - ELEM,NULL, ,11,13,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,8,72.73,*,*,*,*,*,*
2017,115414,MO SCHOOL FOR THE BLIND,4020,MO School for the Blind - ELEM,NULL, ,13,14,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,9,69.23,*,*,*,*,*,*
2018,115414,MO SCHOOL FOR THE BLIND,4020,MO School for the Blind - ELEM,NULL, ,14,15,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,10,71.43,*,*,*,*,*,*
2019,115414,MO SCHOOL FOR THE BLIND,4020,MO School for the Blind - ELEM,NULL, ,10,11,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,6,60,*,*,*,*,*,*
2020,115414,MO SCHOOL FOR THE BLIND,4020,MO School for the Blind - ELEM,NULL, ,9,10,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,115414,MO SCHOOL FOR THE BLIND,7010,MSB MULTI-DISABLED DEAF BLIND,NULL, ,28,32,*,*,NULL,NULL,*,*,11,39.29,*,*,*,*,*,*,NULL,NULL,17,60.71,*,*,*,*,*,*
2007,115414,MO SCHOOL FOR THE BLIND,7010,MSB MULTI-DISABLED DEAF BLIND,NULL, ,26,26,*,*,NULL,NULL,*,*,10,38.46,*,*,*,*,*,*,NULL,NULL,16,61.54,*,*,*,*,*,*
2008,115414,MO SCHOOL FOR THE BLIND,7010,MSB MULTI-DISABLED DEAF BLIND,NULL, ,25,24,*,*,NULL,NULL,*,*,11,44,*,*,*,*,*,*,NULL,NULL,14,56,*,*,*,*,*,*
2009,115414,MO SCHOOL FOR THE BLIND,7010,MSB MULTI-DISABLED DEAF BLIND,NULL, ,22,19.85,10.2,51.4,NULL,NULL,*,*,11,50,*,*,*,*,*,*,NULL,NULL,11,50,*,*,*,*,*,*
2010,115414,MO SCHOOL FOR THE BLIND,7010,MSB MULTI-DISABLED DEAF BLIND,NULL, ,15,10.44,*,*,NULL,NULL,*,*,7,46.67,*,*,*,*,*,*,NULL,NULL,8,53.33,*,*,*,*,*,*
2008,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,T,TARGETED,434,408,330,80.9,NULL,NULL,*,*,419,96.54,*,*,*,*,*,*,NULL,NULL,14,3.23,*,*,*,*,28,6.45
2009,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,S,SCHOOLWIDE,394,359,297,82.7,NULL,NULL,*,*,378,95.94,*,*,*,*,*,*,NULL,NULL,13,3.3,*,*,*,*,40,10.15
2010,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,S,SCHOOLWIDE,378,329,280,85.1,NULL,NULL,*,*,363,96.03,*,*,*,*,*,*,NULL,NULL,13,3.44,*,*,*,*,42,11.11
2011,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,S,SCHOOLWIDE,321,291,230,79,*,*,NULL,NULL,307,95.64,*,*,*,*,*,*,*,*,13,4.05,*,*,*,*,35,10.9
2012,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,S,SCHOOLWIDE,268,228,201,88.2,*,*,NULL,NULL,254,94.78,*,*,*,*,*,*,*,*,9,3.36,*,*,*,*,35,13.06
2013,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,S,SCHOOLWIDE,297,264,235,89,*,*,NULL,NULL,273,91.92,*,*,*,*,*,*,*,*,18,6.06,*,*,*,*,53,17.85
2014,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,S,SCHOOLWIDE,212,186,161,86.6,*,*,NULL,NULL,193,91.04,*,*,*,*,*,*,*,*,15,7.08,*,*,*,*,37,17.45
2015,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,S,SCHOOLWIDE,162,137,*,*,*,*,NULL,NULL,151,93.21,*,*,*,*,*,*,*,*,7,4.32,*,*,*,*,35,21.6
2012,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,315,310,267,86.1,*,*,NULL,NULL,295,93.65,*,*,*,*,*,*,*,*,17,5.4,*,*,*,*,25,7.94
2013,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,320,310,264,85.2,*,*,NULL,NULL,295,92.19,*,*,*,*,*,*,*,*,20,6.25,*,*,*,*,25,7.81
2014,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,326,315,278,88.3,*,*,NULL,NULL,302,92.64,*,*,*,*,*,*,*,*,19,5.83,*,*,*,*,29,8.9
2015,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,318,310,*,*,*,*,NULL,NULL,293,92.14,*,*,*,*,*,*,*,*,25,7.86,*,*,*,*,31,9.75
2016,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,342,329,*,*,*,*,NULL,NULL,313,91.52,*,*,*,*,*,*,*,*,27,7.89,*,*,*,*,41,11.99
2017,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,322,320,*,*,*,*,NULL,NULL,287,89.13,*,*,*,*,10,3.11,*,*,18,5.59,*,*,*,*,41,12.73
2018,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,317,312,*,*,*,*,NULL,NULL,283,89.27,*,*,*,*,19,5.99,*,*,9,2.84,*,*,*,*,32,10.09
2019,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,325,322.5,*,*,*,*,NULL,NULL,290,89.23,6,1.85,*,*,19,5.85,*,*,6,1.85,*,*,*,*,30,9.23
2020,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,S,SCHOOLWIDE,355,342,*,*,*,*,NULL,NULL,322,90.7,*,*,*,*,19,5.35,*,*,5,1.41,*,*,*,*,41,11.55
2008,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,285,267,227,85,NULL,NULL,*,*,270,94.74,*,*,*,*,*,*,NULL,NULL,13,4.56,*,*,*,*,*,*
2009,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,350,334,321,96.1,NULL,NULL,*,*,332,94.86,*,*,*,*,*,*,NULL,NULL,16,4.57,*,*,*,*,43,12.29
2010,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,434,427,393,92,NULL,NULL,*,*,407,93.78,*,*,*,*,*,*,NULL,NULL,25,5.76,*,*,*,*,51,11.75
2011,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,504,506,467,92.3,*,*,NULL,NULL,472,93.65,*,*,*,*,*,*,*,*,28,5.56,*,*,*,*,48,9.52
2012,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,260,256,239,93.4,*,*,NULL,NULL,245,94.23,*,*,*,*,*,*,*,*,14,5.38,*,*,*,*,26,10
2013,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,259,258,236,91.5,*,*,NULL,NULL,244,94.21,*,*,*,*,5,1.93,*,*,10,3.86,*,*,*,*,24,9.27
2014,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,259,255,231,90.6,*,*,NULL,NULL,241,93.05,*,*,*,*,8,3.09,*,*,9,3.47,*,*,*,*,39,15.06
2015,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,254,259,*,*,*,*,NULL,NULL,239,94.09,*,*,*,*,*,*,*,*,15,5.91,*,*,*,*,31,12.2
2016,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,244,246,*,*,*,*,NULL,NULL,227,93.03,*,*,*,*,*,*,*,*,16,6.56,*,*,*,*,31,12.7
2017,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,256,260,*,*,*,*,NULL,NULL,231,90.23,*,*,*,*,10,3.91,*,*,10,3.91,*,*,*,*,33,12.89
2018,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,258,249,*,*,*,*,NULL,NULL,240,93.02,*,*,*,*,11,4.26,*,*,*,*,*,*,*,*,35,13.57
2019,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,260,264,*,*,*,*,NULL,NULL,242,93.08,5,1.92,*,*,8,3.08,*,*,*,*,*,*,*,*,35,13.46
2020,115902,LIFT FOR LIFE ACADEMY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,254,257,*,*,*,*,NULL,NULL,242,95.28,*,*,*,*,*,*,*,*,8,3.15,*,*,*,*,32,12.6
2020,115902,LIFT FOR LIFE ACADEMY,6905,LIFT FOR LIFE ACADEMY ELEM.,S,SCHOOLWIDE,114,114,*,*,*,*,NULL,NULL,111,97.37,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,910,908,595,65.5,NULL,NULL,28,3.08,466,51.21,54,5.93,*,*,*,*,NULL,NULL,359,39.45,*,*,*,*,169,18.57
2009,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,910,916,613,66.9,NULL,NULL,28,3.08,417,45.82,73,8.02,6,0.66,*,*,NULL,NULL,386,42.42,*,*,*,*,162,17.8
2010,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,913,910,625,68.7,NULL,NULL,36,3.94,408,44.69,75,8.21,8,0.88,*,*,NULL,NULL,386,42.28,90,9.86,*,*,161,17.63
2011,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,939,941,646,68.7,54,5.75,NULL,NULL,390,41.53,81,8.63,6,0.64,*,*,*,*,405,43.13,117,12.46,*,*,166,17.68
2012,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,957,955,655,68.6,59,6.17,NULL,NULL,357,37.3,91,9.51,6,0.63,20,2.09,*,*,424,44.31,147,15.36,*,*,167,17.45
2013,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,T,TARGETED,966,975,694,71.2,63,6.52,NULL,NULL,355,36.75,112,11.59,*,*,30,3.11,*,*,403,41.72,167,17.29,*,*,151,15.63
2014,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,902,899,625,69.5,59,6.54,NULL,NULL,285,31.6,117,12.97,*,*,42,4.66,*,*,397,44.01,189,20.95,*,*,143,15.85
2015,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,900,901,614,68.1,69,7.67,NULL,NULL,256,28.44,122,13.56,*,*,44,4.89,*,*,408,45.33,201,22.33,*,*,146,16.22
2016,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,925,918,626,68.2,72,7.78,NULL,NULL,251,27.14,128,13.84,*,*,65,7.03,*,*,407,44,204,22.05,*,*,135,14.59
2017,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,904,900,613,68.1,61,6.75,NULL,NULL,236,26.11,151,16.7,*,*,54,5.97,*,*,399,44.14,209,23.12,*,*,141,15.6
2018,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,903,888,578,65.1,64,7.09,NULL,NULL,221,24.47,154,17.05,*,*,59,6.53,*,*,402,44.52,209,23.15,*,*,139,15.39
2019,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,928,902,569,63.1,64,6.9,NULL,NULL,244,26.29,164,17.67,*,*,52,5.6,*,*,402,43.32,204,21.98,*,*,151,16.27
2020,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,968,954,631,66.1,59,6.1,NULL,NULL,256,26.45,181,18.7,*,*,57,5.89,*,*,413,42.67,170,17.56,*,*,162,16.74
2008,115904,ETHEL HEDGEMAN LYLE ACADEMY,1915,E H LYLE MIDDLE/HIGH,S,SCHOOLWIDE,829,823,670,81.4,NULL,NULL,*,*,816,98.43,*,*,*,*,*,*,NULL,NULL,13,1.57,*,*,*,*,74,8.93
2009,115904,ETHEL HEDGEMAN LYLE ACADEMY,1915,E H LYLE MIDDLE/HIGH,S,SCHOOLWIDE,469,400.69,277,69.3,NULL,NULL,*,*,467,99.57,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,17,3.62
2010,115904,ETHEL HEDGEMAN LYLE ACADEMY,1915,E H LYLE MIDDLE/HIGH,S,SCHOOLWIDE,323,270,158,58.5,NULL,NULL,*,*,323,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,48,14.86
2008,115904,ETHEL HEDGEMAN LYLE ACADEMY,6920,ETHEL HEDGEMAN LYLE ACADEMY,S,SCHOOLWIDE,663,674,576,85.5,NULL,NULL,*,*,662,99.85,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,62,9.35
2009,115904,ETHEL HEDGEMAN LYLE ACADEMY,6920,ETHEL HEDGEMAN LYLE ACADEMY,NULL, ,371,393.25,371.3,94.4,NULL,NULL,*,*,371,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,32,8.63
2010,115904,ETHEL HEDGEMAN LYLE ACADEMY,6920,ETHEL HEDGEMAN LYLE ACADEMY,S,SCHOOLWIDE,484,463,357,77.1,NULL,NULL,*,*,484,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,33,6.82
2008,115905,PAIDEIA ACADEMY,6925,COLLEGE HILL CAMPUS,S,SCHOOLWIDE,222,218,*,*,NULL,NULL,*,*,210,94.59,*,*,*,*,*,*,NULL,NULL,12,5.41,*,*,*,*,29,13.06
2009,115905,PAIDEIA ACADEMY,6925,COLLEGE HILL CAMPUS,S,SCHOOLWIDE,280,272,*,*,NULL,NULL,*,*,280,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,21,7.5
2010,115905,PAIDEIA ACADEMY,6925,COLLEGE HILL CAMPUS,S,SCHOOLWIDE,250,233,*,*,NULL,NULL,*,*,250,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,14,5.6
2008,115905,PAIDEIA ACADEMY,6950,CARONDELET CAMPUS,S,SCHOOLWIDE,196,202,196,97,NULL,NULL,6,3.06,90,45.92,21,10.71,*,*,*,*,NULL,NULL,79,40.31,*,*,*,*,18,9.18
2009,115905,PAIDEIA ACADEMY,6950,CARONDELET CAMPUS,S,SCHOOLWIDE,244,247,220,89.1,NULL,NULL,8,3.28,138,56.56,17,6.97,*,*,*,*,NULL,NULL,81,33.2,*,*,*,*,24,9.84
2010,115905,PAIDEIA ACADEMY,6950,CARONDELET CAMPUS,S,SCHOOLWIDE,255,253,248,98,NULL,NULL,6,2.35,167,65.49,16,6.27,*,*,*,*,NULL,NULL,66,25.88,*,*,*,*,32,12.55
2009,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,T,TARGETED,84,73,67,91.8,NULL,NULL,*,*,79,94.05,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,9,10.71
2010,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,T,TARGETED,233,236,210,89,NULL,NULL,*,*,217,93.13,11,4.72,*,*,*,*,NULL,NULL,*,*,*,*,*,*,15,6.44
2011,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,T,TARGETED,425,375,343,91.5,*,*,NULL,NULL,398,93.65,15,3.53,*,*,*,*,*,*,10,2.35,*,*,*,*,56,13.18
2012,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,504,478,445,93.1,*,*,NULL,NULL,478,94.84,14,2.78,*,*,5,0.99,*,*,5,0.99,13,2.58,*,*,48,9.52
2013,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,466,424,396,93.4,*,*,NULL,NULL,438,93.99,17,3.65,*,*,*,*,*,*,5,1.07,18,3.86,*,*,49,10.52
2014,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,511,477,452,94.8,*,*,NULL,NULL,485,94.91,15,2.94,*,*,*,*,*,*,9,1.76,15,2.94,*,*,57,11.15
2015,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,473,463.75,*,*,*,*,NULL,NULL,456,96.41,10,2.11,*,*,*,*,*,*,*,*,7,1.48,*,*,47,9.94
2016,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,626,583,*,*,*,*,NULL,NULL,609,97.28,9,1.44,*,*,6,0.96,*,*,*,*,*,*,*,*,72,11.5
2017,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,764,715,*,*,*,*,NULL,NULL,752,98.43,8,1.05,*,*,*,*,*,*,*,*,7,0.92,*,*,102,13.35
2018,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,703,642.57,*,*,*,*,NULL,NULL,696,99,*,*,*,*,*,*,*,*,*,*,*,*,*,*,95,13.51
2019,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,673,632,*,*,*,*,NULL,NULL,664,98.66,*,*,*,*,*,*,*,*,5,0.74,*,*,*,*,104,15.45
2020,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,S,SCHOOLWIDE,413,402.49,*,*,*,*,NULL,NULL,405,98.06,7,1.69,*,*,*,*,*,*,*,*,*,*,*,*,61,14.77
2019,115906,CONFLUENCE ACADEMIES,1945,GRAND CENTER ARTS ACADEMY HIGH,S,SCHOOLWIDE,388,373.75,*,*,*,*,NULL,NULL,287,73.97,16,4.12,*,*,*,*,*,*,81,20.88,*,*,*,*,40,10.31
2020,115906,CONFLUENCE ACADEMIES,1945,GRAND CENTER ARTS ACADEMY HIGH,S,SCHOOLWIDE,392,357.62,*,*,*,*,NULL,NULL,299,76.28,26,6.63,*,*,5,1.28,*,*,60,15.31,*,*,*,*,45,11.48
2019,115906,CONFLUENCE ACADEMIES,3920,GRAND CENTER ARTS ACAD MIDDLE,S,SCHOOLWIDE,258,259,*,*,*,*,NULL,NULL,174,67.44,16,6.2,*,*,12,4.65,*,*,52,20.16,*,*,*,*,28,10.85
2020,115906,CONFLUENCE ACADEMIES,3920,GRAND CENTER ARTS ACAD MIDDLE,S,SCHOOLWIDE,248,236,*,*,*,*,NULL,NULL,182,73.39,19,7.66,*,*,8,3.23,*,*,36,14.52,5,2.02,*,*,16,6.45
2008,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,844,817,762,93.3,NULL,NULL,*,*,825,97.75,12,1.42,*,*,*,*,NULL,NULL,5,0.59,*,*,*,*,78,9.24
2009,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,974,942,888,94.3,NULL,NULL,*,*,942,96.71,9,0.92,*,*,*,*,NULL,NULL,21,2.16,*,*,*,*,99,10.16
2010,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,936,905,863,95.4,NULL,NULL,*,*,917,97.97,*,*,*,*,*,*,NULL,NULL,14,1.5,*,*,*,*,87,9.29
2011,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,904,866,830,95.8,*,*,NULL,NULL,902,99.78,*,*,*,*,*,*,*,*,*,*,*,*,*,*,87,9.62
2012,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,871,833,809,97.1,*,*,NULL,NULL,868,99.66,*,*,*,*,*,*,*,*,*,*,*,*,*,*,71,8.15
2013,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,833,806,793,98.4,*,*,NULL,NULL,828,99.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,57,6.84
2014,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,813,802,790,98.5,*,*,NULL,NULL,807,99.26,*,*,*,*,*,*,*,*,*,*,*,*,*,*,58,7.13
2015,115906,CONFLUENCE ACADEMIES,6930,OLD NORTH,S,SCHOOLWIDE,809,789,*,*,*,*,NULL,NULL,798,98.64,*,*,*,*,7,0.87,*,*,*,*,*,*,*,*,70,8.65
